restaurant_name,user_name,age_gender,usage_count,date,purpose,overall_score,plan_score,atmosphere_score,food_score,cost_performance_score,service_score,plan_menu,comment_food_drink,comment_atmosphere_service,comment_reactions
カスケード 銀座店,リココさん,20代前半（女）,2名,2024/9/29,友人・知人との食事,2.4,3,2,2,2,3,【販売終了】【2024OZアワード受賞記念】いちごに溺れるアフタヌーンティー+シャンパン＆3hカフェフリー(土日祝),味もそこまで美味しいとは言えませんでした。どちらかというとスイーツパラダイスの食べ放題の方が美味しいのではと思うクオリティでした。,予約サイトではカラオケの一部だとは思わないような雰囲気だったので、当日はカラオケルームからの声が漏れてきたり、匂いが独特で残念でした。,同行者の方も同じく、ホテルのような高級感ある雰囲気をイメージしてたのでがっかりしていました。
カスケード 銀座店,ちょびっそさん,30代前半（女）,2名,2024/6/2,女子会,2.4,3,2,3,2,2,【販売終了】【2024OZアワード受賞記念】いちごに溺れるアフタヌーンティー+シャンパン＆3hカフェフリー(土日祝),女子ウケするような見た目でよかった。ドリンクの内容が充実していてたくさん飲みたいと感じられた。,個室ではなかったが、カーテンで仕切られていたため周りの目を気にせずにたのしむことができてよかった。,値段が少し高い、地下にあるお店で入り口が分かりづらいといった様子だった。
カスケード 銀座店,kimuraさん,30代前半（女）,3名,2024/2/5,女子会,2.4,2,2,2,3,3,【販売終了】【いちご×シーズンフルーツ】季節アフタヌーンティー+3時間カフェフリー,写真とはかなり違いチープでした。写真ではなくパセラで出てくる調理をイメージして行った方がいいと思います。,写真とは全然違いかなりチープでした。パセラグループのお店で、カーテンで仕切られた個室でしたが、丸聞こえでした。ただ、帰りに1500円分のクーポン券？はもらいました。,写真とかなり違ったので、間違えたかなという反応でした。びっくりしてました。
HAND BAKES（ハンド ベイクス）,アメリアさん,20代前半（女）,2名,2024/2/5,女子会,2.4,2,2,2,4,2,【販売終了】【カジュアル★アフタヌーンティー】8種のスイーツ＆セイボリー+選べるカフェ,品数が十分ありました。ホットティーはポットでカップ2杯以上ありました。,待っている人や店内の人が多く人気店という印象を受けました。店内は賑わっていました。,料理の見た目がいいと言っていました他の人の話し声が大きく感じた(席が近い、客席が多い)
GODIVA cafe Hibiya（ゴディバ カフェ ヒビヤ）,yakkowzuさん,40代後半（女）,3名,2024/9/17,家族との食事,2.4,3,2,4,1,2,【販売終了】【ゴディバカフェ 季節のアフタヌーンティーセット】+ドリンク2杯(7/3～),GODIVAらしい、チョコレートを中心に想像通りのアフタヌーンティーでした。全体的にサイズは小さく、控えめなボリュームで完食できました。お手軽にアフタヌーンティーを楽しみたい方には良いですね。,我々は予約してあったので席はあったのに、入店して開口一番先払い、先に席を確保してくださいとのことでした。席のないお客が狭い通路を行ったり来たりで落ち着きませんでした。カジュアルなお店でアフタヌーンティーを楽しみたい方には気にならないかもしれません。ちょっとご褒美にしたかった私たちにとってあの場でアフタヌーンティーは浮いていたし、居心地がよくなかった。,Unknown
絵本の国のアリス,シエナさん,20代前半（女）,2名,2024/1/29,女子会,2.4,3,2,2,3,2,【販売終了】【絵本の国のアフタヌーンティーセット】マカロンやキッシュなど+コーヒー・紅茶・ハーブティーから選べる1杯,メニューや内装が可愛らしい点はとても良かったです。アフタヌーンティーを利用しましたが、クオリティは値段相応かなと思います。,全体的な雰囲気などは良くも悪くも普通でした。積極的にまた利用したいとは思いませんでした。,お店やメニュー自体は可愛いと言ってくれましたが、味については微妙そうでした。リピートはなしです。
カフェラヴォワ,achicaさん,50代後半（女）,2名,2024/10/1,家族との食事,2.4,2,3,3,2,2,【秋のアフタヌーンティー】栗やかぼちゃのスイーツ等全12品+35種お替り自由+滞在3時間(OZ・月～木・女性限定・5/13～),ドリンクの種類が豊富で、よかったです。紅茶はリーフでいれたものをポットで出してくれました。,店内はハロウィンの雰囲気で飾りつけされており、店員さんの応対も笑顔でよかったです。,Unknown
Brewer’s Coffee & Bar（ブリュワーズ コーヒーアンドバー）,エリサさん,60代前半（女）,1名,2024/5/31,その他(1人での予約),2.4,3,3,3,2,1,【販売終了】【ベリー・ベリー・ストロベリー・アフタヌーンティー】(平日限定特別料金・2時間制),セイボリーもスィーツもほぼ苺とベリーが全体的に使われていて苺とベリー好きな方にはいいかと思います。ドリンクは飲み放題でしたが紅茶はティーカップに1杯ずつで、ポットの提供はありませんでした。最後にカフェラテにはラテアートがありました。,お店のアフタヌーンティーの席はこじんまりしていて下のラウンジを見下ろす感じの席でしたが、時たま通路で側を通り過ぎる人がいたり、またサービスが外国の方で中には黙って紅茶をおいていったり、また紅茶が下のカップにこぼれていても平気でそのまま置いて行かれたりしたので残念でした。近くの席が視界に入りやすく、一人利用でしたがあまり落ち着きませんでした。,Unknown
Solomons（ソロモンズ）,miuさん,20代後半（女）,3名,2024/2/19,女子会,2.4,3,3,3,1,2,【販売終了】ALTHAUSの美しい香りとショコラアフタヌーン＋テーブルアート,テーブルアートが有名で以前から気になっていたので友人と訪問。お茶は普段から愛飲しているドイツのアルトハウスの紅茶なので嬉叱ったです。フードは「まぁこんなものか」と可でも不可でもない。テーブルアートが作成されていく過程はとても素晴らしかったです。まぁホテルのアフタヌーンティーじゃないしこれくらいかと思うのが正直な感想です。,女性スタッフの声が小さくて聞き取れなかった。「次の枠の人がいるから」と予約時間終了の1時間前に言われて急かされてみんな困惑。会計してたら入店してきた人たちがいてその人たちに「あと30分で閉店」と説明して追い返してた。なんだったのだろう笑,いつもホテルのアフタヌーンティーに行ってたり、期待値が高かったぶんかわいい写真が撮れた事以外は感想がなかったです笑 私もリピートはないかな。
アジアンダイニング SEANA 銀座店（シーナ）,雪さん,40代後半（女）,2名,2023/12/10,女子会,2.4,3,2,3,2,2,【販売終了】【Xmasアフタヌーンティー】木苺やトナカイのケーキ、マカロン等+ノンアルコール飲み放題,クリスマスアフタヌーンティーで予約しましたが、サンタ以外クリスマス感がなかったです。,かなり賑やかで、友人の声が聞き取りにくいくらいでした。ほとんど女性客です。,ケーキがあまりクリスマスっぽくないことに残念と言っていました。
PRIME TOKYO  新宿野村ビル49F（プライム　トウキョウ　シンジュクノムラビル）,ますみんさん,30代前半（女）,2名,2023/11/19,友人・知人との食事,2.4,5,3,2,1,1,【アフタヌーンティー】新宿を一望！スイーツ＆セイボリー+乾杯スパークリング＆紅茶5種などティーフリー,アフタヌーンティーのサンドイッチとスイーツは、量があってお腹いっぱいです。ただ、スイーツが甘過ぎて、なのにドリンクがなかなかこなかったことが難点でしょうか,席は個室に近い形で、友人とのおしゃべりが存分に楽しめました。お天気に恵まれたので、窓から天使の階段もよく見られて綺麗でした。バックミュージックも控えめで心地よかったです,景色はなかなかでも、ウエイターの態度が悪いねと言っていました。飲み物のオーダーを忘れていても謝罪の言葉ひとつない。値段の割にはサービスが悪いと感じたそうです
リュトモス,みょんさん,40代前半（女）,2名,2024/10/13,いつものデート,2.4,2,3,2,2,3,【販売終了】ウルトラハッピー！ハロウィンアフタヌーンティー+カフェフリー+メッセージ(9/1～10/31),ドリンク注文後、持ってきてくれるまで時間がかかった。デコレーションが崩れているものがあった。例えば、チョコレートでできた剣や猫がお皿の上に落ちていたりと残念だった。スコーンは美味しかった。,素敵な雰囲気だった。真ん中の席だったので、少し落ち着かなかった。メニューの説明が曖昧だった。覚えていないのかな？と思いました。,スコーンが美味しかったとのこと。スコーンだけ食べに行きたいとのことだった。
上野 アクアリウムレストラン Nautilus（ノーチラス）,ヘイリーさん,10代（女）,2名,2024/10/15,女子会,2.4,3,4,2,1,2,【プリンセスジュエリーボックス】ミニアフタヌーンティーセット+Mighty Leafの紅茶1ポッド+メッセージ可(平日限定),紅茶がとても美味しかったです。香りも良く、最後まで楽しめました。ポットの中に、だいたい、カップ３杯分が入っており、物足りなさは感じませんでした。少しスイーツが甘めに作られていました。,雰囲気はとても良かったです。お席は少し狭かったです。サービスは普通です。気遣いなど等は特にありませんでした。,初めてにしては、とても良い経験となったと言っていました。スイーツがとても甘かったです。
"District - Brasserie, Bar, Lounge（ディストリクト ブラッスリー・バー・ラウンジ）",mayuさん,50代前半（女）,2名,2024/1/29,家族の誕生日,2.4,3,4,2,2,1,【販売終了】いちごとショコラのバーレスク・アフタヌーンティー(土日祝・スタンダードプラン),同じウェイターさんが『ドリンクはいかがですか？』と聞かれたけどあなたにさっき注文したよ！という状況が3回もありました。さっさと持ってきて！,とにかく待たされ過ぎてとっても疲れました。二時間の滞在のうち一時間以上は待ち時間。最初のドリンクが出るまで15分待たされ、メインのパンケーキが提供されるまで50分も待たされ何回ドリンクを頼んでも毎回20分はかかりました。あまりにも待たされすぎて、美味しさも半分くらいに感じました。何の為の予約制なんでしょうか？,Unknown
鉄板焼き リストランテ ポルトファーロ,ティアさん,30代後半（女）,3名,2024/10/28,女子会,2.4,3,2,3,3,1,【アフタヌーンティー】モンブランや季節食材のスイーツを堪能+乾杯スパークリングワイン･カフェフリー,店員の態度が悪い。1杯目のドリンク注文したら10分は出てこなくて、紅茶がありえない苦さだった。ミルク頼んだらテーブルの上のポーション指されたけど、他の店員さんはちゃんもミルクを運んできてくれてビックリ。バレないと思ったんか？,3800円で銀座の駅近、それがメリットかな。雑居ビルみたいな感じだし、目上の方は連れて行けない。安くてそれなりな店を探してる人向け。、,紅茶が苦過ぎたので、2杯目からは「薄めでお願いします」って付け加えて頼んだ。ウケる。写真撮ってもらったが、引き受けるのもしぶしぶなのが態度に出過ぎ。
鉄板焼き リストランテ ポルトファーロ,ノアさん,20代後半（男）,3名,2024/7/15,友人・知人との食事,2.4,2,3,4,2,1,【販売終了】【アフタヌーンティー】モンブランや季節食材のスイーツを堪能+乾杯スパークリングワイン･カフェフリー,アフタヌーンティープランを頼んだ。全体的に美味しく、満足できた。,内装は綺麗だが、サービスは最悪だった。飲み物をこぼしたり、料理を間違えたりが多発した。謝罪も特になかった。,料理は美味しかったが、サービスが悪かったので今後は二度と行きたくないと言っていた。
鉄板焼き リストランテ ポルトファーロ,ユーミンさん,50代後半（女）,2名,2023/11/12,家族の誕生日,2.4,2,3,2,3,2,【販売終了】【アフタヌーンティー】モンブランや季節食材のスイーツを堪能+乾杯スパークリングワイン･カフェフリー,アフタヌーンティーのセイボリーは美味しかったですが、その他のスイーツは手作りでは無いようでがっかりの味でした。紅茶は全くだめ。,窓側のテーブルならいい。サービスは委託なのか悪くはない。紅茶のミルクはスジャータでなく牛乳にして欲しい。,Unknown
boB the garden Ginza（旧：AURUM+truffle）（ボブ　ザ　ガーデン　ギンザ）,メタボアンパン2号さん,50代前半（女）,1名,2024/2/10,その他(1人での予約),2.4,3,2,3,2,2,【販売終了】【いちごのカヌレアフタヌーンティー】半熟カヌレなど+カフェフリー(12/4～5/15・平日限定),紅茶の種類は多く小さいポットでの提供だったので3種類ほど頂きました。カヌレもまわりはカリっと、中はもっちりでおいしかったです。,私は１人利用でしたが角の窓際席だったのでまわりは気にならずゆっくりできました。,Unknown
ザ・レギャン・トーキョー,enuさん,20代前半（女）,2名,2024/3/12,女子会,2.4,3,3,3,2,1,【販売終了】【いちご×シーズンフルーツ】季節アフタヌーンティー+乾杯ドリンク･カフェフリー+フラワープレート(ランチ),いちごや抹茶を存分に感じられる春らしいアフターヌーンティでした。,友人の卒業祝いでフラワープレートにメッセージを記載していただいたのですが、ところどころチョコがかすれている箇所があったり、文字の太さがばらばらであったり、何回も書き足した跡があったりと楽しみにしていただけに非常に残念でした。なぜ上記の状態のまま提供しようと思えたのか、今でも疑問に思います。,フラワープレートの文字が非常に残念な仕上がりであったために、終始苦笑いで写真を撮る際にもフラワープレートを外した状態で撮っていました。
RITUEL CAFE（リチュエル カフェ）,モリーさん,30代後半（女）,2名,2024/7/4,家族との食事,2.4,2,2,3,3,2,【販売終了】【RITUELアフタヌーンティー】マカロンや選べるカットケーキなど(半円ソファー席確約),少ないなと感じましたが大きなケーキがついていたのでお腹いっぱいになりました。,半円席が予約できるのは良いと思いました。平日でも結構混んでいたので予約は必須だと思います。,Unknown
RITUEL CAFE（リチュエル カフェ）,しもみいさん,50代後半（女）,2名,2024/1/10,家族との食事,2.4,3,2,3,2,2,【販売終了】【RITUELアフタヌーンティー】マカロンや選べるカットケーキなど(平日限定・特別価格),クロワッサンサンドが美味しかったケーキはボリュームがあった。,装飾や食器類が可愛かったソファーせきが広くゆったり吸われた。,Unknown
ル サロン ド ニナス 日比谷,n.さん,30代前半（女）,2名,2024/9/23,家族との食事,2.4,3,1,4,3,1,【販売終了】季節のアフタヌーンティーセット for HIBIYA+選べる1ドリンク(9/12~12/4),アフタヌーンティーセットを頼みましたが、見た目も可愛く、味も美味しかったです。,店内は可愛い雰囲気でした。ただ、若い方が多かったのか、喋り声が非常にうるさく、居酒屋状態だったのが残念でした。。また、店員さんも終始忙しそうで、慌ただしい感じでした。,Unknown
バー&ラウンジ ZATTA（ザタ）,みにさん,20代後半（女）,1名,2024/8/9,その他(1人での予約),2.4,4,2,3,2,1,【販売終了】パリ街角のパン屋がコンセプトのアフタヌーンティー(ＯＺの日特別価格・平日限定),ドリンクはシーズンドリンクも種類豊富で良かったです。パンメインのアフタヌーンティー、初めはパンが小さく見えて、ボリューム少なめかな？と思いましたが、１つ１つがかなりしっかりしており、お腹いっぱいになりました。特に塩トリュフのキューブクロワッサンはサイズも大きく、美味しかったです。どれも美味しかったですが、新しい味に出会える創作系ではなく、目新しさはなかったので、普通に美味しい。と言った感じでした。個人的な話で恐縮ですが、妊娠中で、特に食べ物・飲み物の制限は厳しく行なっているわけではなかった中での予約でした。予約時に妊娠中ということは記載させていただき、禁止食材は記載しなかったのですが、ホテル側で、無断で半熟卵無し・牛ヒレ肉を良く焼き＋ソース無し・パンの一部変更をして提供されてしまったので、楽しみにしていたメニューが楽しめなかったのが、本当に残念でした。,1人での予約でしたが、体調にご配慮頂き、ソファ席・クッションを使用させていただけたのは大変ありがたかったです。ラウンジですので仕方ないのかと思いますが、音楽のボリュームも大きく、なかなか騒がしいと感じました。スタッフの方は、フロア内の目のつきやすい場所に常にいらしてくださったので、ドリンクのおかわりにすぐ気付いていただけるのは良かったです。ただ、スタッフさんがフロアを小走りで移動したり、大きな椅子の移動が始まったり、空席の荷物入れを盛大に倒して大きな音が鳴ったり、ティーポットの置き方も乱雑だったりと、かなり忙しなく、アフタヌーンティーらしくゆっくり寛ぐと言う空間からは程遠かったため、残念でした。まだ食べ終わっていなかったスープを、すごいスピードで下げられてしまったのも残念でした。,Unknown
バー&ラウンジ ZATTA（ザタ）,ぺんさん,20代後半（女）,2名,2023/12/17,恋人の誕生日,2.4,3,3,2,2,2,【販売終了】パンが主役のアフタヌーンティー「ノエル・ブラン」(11/17～12/26・平日限定・Xmas),ヒルトンのアフタヌーンティーということで、期待値が高かったです。パンが主役のプランでしたが、パンが美味しくなかった。パサパサ感と冷えていたせいだと思います。,店内の雰囲気は良かったです。サービスは残念な部分がありました。スタッフは、あまり客席を気にしてくれていないので注文のために呼ぶことが一苦労でした。雰囲気は良いのに、大きな声で呼ばなければいけません。あと、飲み終わったカップが下げられずに机に残っていることがありました。,デザートは、美味しかったようです。同じくスタッフが呼びにくいことには困っていました。
アトリウムラウンジ & ジュネヴァ ロビーバー,フリーダさん,50代前半（女）,2名,2024/2/25,家族の誕生日,2.4,3,1,3,2,3,【販売終了】【ベリー・ベリー・ストロベリー・アフタヌーンティー】(1/4～6/30限定・2時間制),予め写真で見ていた通りの綺麗で可愛らしいディスプレイは映えます。,お店全体の雰囲気は落ち着いている一方で適度な賑やかさもあり、隣の席の人の会話が聞こえるということもなく良いとは思います。ただそれは席によります。,Unknown
アトリウムラウンジ & ジュネヴァ ロビーバー,アリーナさん,40代前半（女）,2名,2023/11/22,私の誕生日,2.4,2,5,2,2,1,【販売終了】【フェスティブ・アフタヌーンティー】(11月平日限定・2時間制),甘いチョコレートが多かったので食べ切るのが大変でした。ドリンクの種類は満足です。,アニバーサリー特典をお願いしておりましたが、何も無くて残念でした。また、同伴者が卵が苦手なので、サンドイッチに卵が入っていたら抜くか他の物に変えて欲しいと記入しましたが、何も聞かれず普通に提供され、食べられませんでした。アニバーサリー特典と共に、何のための記入だったのかわかりません。同伴者に嫌な思いをさせたくなかったので、何も言いませんでしたが、ホテルのアフタヌーンティーを選べば、間違い無いと思っておりました分、期待はずれでした。ピアノの演奏は素敵でした。,Unknown
The Lobby Cafe（ザ ロビー カフェ）,ヴィさん,40代前半（女）,1名,2024/10/27,その他(1人での予約),2.4,3,3,3,2,1,【販売終了】ハロウィン アフタヌーンティーセット+カフェフリー(ご褒美セール＆3000円クーポン利用可！),カフェフリーなのにケーキとコーヒー一緒に頼みたいのに他の店員はこちらへ目も向かず何分ま、放置、そして待ちきれず自分から言いに行った次第であります。ピンポンボタンの設置とか、ないのならもっと気を効かせて奥の方まで見にくるべき、高いアフターヌーンティーの予約でしたが、イライラが募りました、、もうここでは2度と頼みません、これを期に変えるなら考えるけど、、,雰囲気は静かでいいが店員が残念、もっと気配りできないとだめですよ、高いお金払ってるんだから、,Unknown
The Lobby Cafe（ザ ロビー カフェ）,まきまきまきさん,50代前半（女）,1名,2024/10/13,その他(1人での予約),2.4,2,4,2,2,2,メルマガ限定25％オフ★ハロウィン アフタヌーンティーセット+ロンネフェルトのカフェフリー(10/1～10/31),ハーブティーの種類が多く良かったです。スイーツ系はみんな甘すぎて、セイボリーがもっとあると良かったです。,座席間が広く、四人席を一人でゆったり使用できて良かったです。窓際でしたが、景色は特段？？,Unknown
カフェ＆ダイニング フライヤーズテーブル,スターさん,60代前半（女）,1名,2024/9/28,その他(1人での予約),2.4,1,3,3,2,3,【FLYER'S Afternoon Tea】ミニ飛行機シューがかわいらしい+カフェフリー+デザートメッセージ,何度かお伺いしてうますが、今回は日程が悪かったのか団体が多く、椅子テーブル席で落ち着かない感じでした。このご時世以前よりお料理、スイーツがどんどん少なくなり、お茶はセルフの機械です。,とても広い空間が良いのですが。スイーツにメッセージお願いしましたが、忘れられた。団体のお客様多くそれどころではなかったようで。,Unknown
茶房松緒（サボウ マツオ）,gera3さん,60代前半（女）,1名,2024/2/14,その他(1人での予約),2.4,1,3,1,3,4,【和のアフタヌーンティー】季節のおばんざいや手まり寿司を堪能+選べるドリンク飲み放題(平日限定),見た目はぱっと華やかで、いわゆるバエるパフォーマンスでした。,ひとりだったのでカウンターのつもりでしたが、空いているのでどうぞと奥を勧めてくれました。,Unknown
茶房松緒（サボウ マツオ）,カモミールさん,30代前半（女）,1名,2024/1/15,その他(1人での予約),2.4,3,1,3,3,2,【和のアフタヌーンティー】季節のおばんざいや手まり寿司を堪能+選べるドリンク飲み放題(土日祝限定),アフタヌーンティーではなくランチですね。甘味はメインを食べ終わらないとでてこない(かつ、ドリンクも甘味後のメニューがある)のが残念でした。,"暖房が入っていないのかとてつもなく寒かったです。入店して殆どの座席がそのままの状態で片付いておらず、甘味を食べ終える頃くらいにやっと片付け始めた感じでした。写真を撮るとどうしてもゴチャッとしたのが入ってしまうのでできなかったのが残念でした。店頭に出ていた同じメニューで3,000円でOZmall(3,300円)と値段が違うのが気になりました。",Unknown
ラウンジ サウスコート（ラウンジ　サウスコート）,バイオレットさん,60代後半（女）,2名,2024/2/28,いつものデート,2.4,4,1,3,3,1,【販売終了】【アワード2024受賞記念】ストロベリーアフタヌーンティー+カフェフリー＆ノンアルコールカクテル+アワード特典(平日),がっかりしました。何度も伺って楽しみにしていたのですが、アフタヌーンティーのスイーツは平凡で味も普通でした。申し訳ないのですが、おすすめできません。,何度も伺って気に入っていたレストランの一つでしたが、今回伺って最悪でした。1番に入ったのに私達は一番奥の隅っこのテーブルに通されたのですが、誰もいなかったし、予約も早い方だと思いますので、まずそれに驚きました。飲み物をオーダーしてもぜんぜんこなくて取りに行こうかと思ったほどです。普通、レストランでは従業員がすみまでめをひからせて、お客様の様子を見ているものですが、私たちのところからは誰も見えずトーダーしたくてもウェイターもウェイトレスもいないので、タイムリーなオーダーができませんでした。小田急センチュリーのカフェともあろうものがひどいものです。本当にがっかりしました。友人が一緒だったのでクレームも控えていましたが、せっかくのスィーツも全くあじがしませんでした。,サービスがとても悪かったので、喜んで決め線でした。私は彼と楽しい時間を過ごしたかったのにだいなしでした。
フーズフーズ 池袋本店,出目ちゃんさん,60代前半（女）,2名,2024/1/31,女子会,2.4,2,3,2,2,3,【推しカラーアフタヌーンティー】色が選べるスイーツスタンド+カラードリンク＆カフェフリー+1人１つメッセージプレート,押しカラーがウリのアフタヌーンティのコースをお願いしましたリボンとクロスの色だけでなく、マカロン他お菓子もすべて押しカラーで少し戸惑ってしまいました。着色料で色付けされているのかなと思うと口にするのをためらってしまいました,大勢でワイワイガヤガヤするにはいい雰囲気のお店だと思います。半個室とはいえカーテンで仕切られているだけなので、静かに話したい方には向かないかもしれません,お部屋はゆったりしているので好感は持っていました（来店客も多くなかったので）ただ、同じようにビビッドカラーにびっくりしていて、お昼時のアフタヌーンティには甘すぎ、別のコースを頼んだ方がよかったかもと二人で話しました
Cafe＆Rotisserie LA COCORICO上野店（カフェアンドロティサリー ラ ココリコ）,ななえさん,40代後半（女）,1名,2024/7/6,その他(1人での予約),2.4,2,2,3,1,4,【販売終了】サマーフルーツアフタヌーンティー+ドリンク飲み放題,たくさんつかわれているメロンが甘くて美味しかった。オレンジジュースが濃厚だった。,店員さんはきびきびと動き、素早く対応してくれた。アットホームな雰囲気があった。,Unknown
THE MOON,nana777さん,40代後半（女）,2名,2023/11/4,家族との食事,2.4,3,3,2,1,3,【販売終了】ピノコのピンクアフタヌーンティBLACK JACK 50th Anniversary+カフェおかわり自由(土日祝＆通常席),ドリンクの種類はそこそこあり、提供までのスピードも速くおいしかったです。,高層階の眺望の一言に尽きると思います。また客席の空間も十分でした。,Unknown
ママロンパーティー,ミラベルさん,20代後半（女）,2名,2024/7/26,女子会,2.6,3,2,2,3,3,【販売終了】【桃＆マンゴーアフタヌーンティー】ケーキやミニパフェなど+カフェフリー+レンタルドレス(1F指定・平日限定・～7/31迄),正直どれをとっても美味しい！！と思えるものは個人的になかったのですが、写真映えはすると思います。,ドレスに着替えるスペースが狭くてすごく暑いので夏場は向いてないです。あとドレスはレンタルなので結構ボロボロでした。,デザートはあまりおいしくなかったので残念そうでした。誕生日には不向きかもしれません。
ママロンパーティー,MIUさん,20代後半（女）,2名,2023/12/24,女子会,2.6,3,4,2,3,1,【販売終了】【Xmasアフタヌーンティー】クリスマス仕様のスイーツ、パフェ他+カフェフリー+レンタルドレス(2F指定・土日祝・11/10～12/25),甘いものが多すぎたもう少ししょっぱいものがあれば、良かったと思う。,内装はとってもかわいいですが、・レンタルドレスはボロボロに破けてる・店員？の服装がグレーの上下スウェットで清潔感なし・レンタルドレスがある以上、個室で着替えているのは想定内のはずです。着替えている最中にノックがあり、扉を開けないで欲しいと声掛けしたにも関わらず、普通に開けられました。内装以外はあまり期待しない方がいいです。,内装に関して満足していたと思います。場所が分かりづらかったのが大変だったそうです。
Honey Toast Cafe 秋葉原店 ～ハニトーカフェ～（ハニトーカフェアキハバラテン）,ゲストユーザーさん,30代前半（女）,2名,2024/9/8,友人・知人の誕生日,2.6,2,3,2,2,4,【週末★推し色アフタヌーンティー】カラースイーツ＆セイボリー+厳選ハーブティー2時間飲み放題+記念日プレート(土日祝限定),セイボリーの内容が少し違っていて残念でした。自家製ローストビーフはベーコンでしたし、他の料理も少し違う。仕入れの関係かもとは思いますが。飲み物の多さは魅力だと思います、,周りのお客さんも推し活で来ているので、気兼ねなく、ぬいの撮影を楽しめました。推しカラーのスイーツもとても可愛いです。お店の方も丁寧です。,ぬいの撮影自体は楽しんでいました。スイーツの量が多いのと甘さで少し辛そうでしたが、2時間あるので会話も楽んでくれたと思います。
Honey Toast Cafe 秋葉原店 ～ハニトーカフェ～（ハニトーカフェアキハバラテン）,ちゃまめさん,40代後半（女）,3名,2024/7/16,家族の誕生日,2.6,2,3,3,2,3,【週末★推し色アフタヌーンティー】カラースイーツ＆セイボリー+厳選ハーブティー2時間飲み放題+記念日プレート(土日祝限定),オススメは推し色で映える、ということだけ。あとはマイナス。全体のバランスから見て、セイボリーの量が少ない。スタンドのスイーツが甘すぎる。たしかに「推し色」ではあるが、着色料と甘味料の甘さで胸焼けする。パセラの料理（コラボカフェの料理）は美味しいのでこちらも美味しいと思っていただけに残念。料金と見合っていない。,日当たりの良いスペースで、隣席との空間も保たれていて落ち着いて食事を楽しむことが出来る。インバウンドトラベラーの利用も多かった。,Unknown
ブラッスリーカフェ ルコンテ,emiさん,20代前半（女）,2名,2024/8/24,友人・知人との食事,2.6,2,5,2,2,2,【アフタヌーンティー】ベーグルやスコーン、自家製スイーツなど+カフェフリー(120分制・ロフト席も選べる！),提供されてた料理はどれも美味しくて、花火もついていて見た目も可愛かった！,予約の時は2人だったけど直前に3人に変更したが柔軟な対応をしてくれた！雰囲気はとてもよかった！！,どのスイーツもおいしかったが、お口直しに単品でたのみたかったがそれができなかったのが残念だった。
ブラッスリーカフェ ルコンテ,ひろたんさん,50代前半（女）,2名,2024/5/5,友人・知人との食事,2.6,3,3,3,2,2,【アフタヌーンティー】ベーグルやスコーン、自家製スイーツなど+カフェフリー(120分制・ロフト席も選べる！),アフタヌーンティーのスイーツと飲み物（バリエーション少なめ）価格なりです。軽食を食べてから行かないとお腹が空きます。スイーツもいちごフェアなのでしょうが、ムース、ムースケーキ、ロールケーキのクリームがいちごとムースとクリームベースのバリエーションで全部似たような味でアレンジが欲しかったです。不味くはなかったです。,ロフト席は風が通り居心地はよかったです。サービスは普通です。終了30分前にドリンクのラストオーダーは早すぎじゃないでしょうか？,料理の量とドリンクの種類が少なく不満げでした。白桃ティーの味がしなかったそうです。お店を出た後にランチを食べにいきました。
ブラッスリーカフェ ルコンテ,mappeさん,60代前半（女）,2名,2024/4/21,家族との食事,2.6,3,2,3,3,2,【アフタヌーンティー】ベーグルやスコーン、自家製スイーツなど+カフェフリー(120分制・ロフト席も選べる！),お茶の種類は少ないのですが、何度でもおかわりできて良かったです。,お店の紹介の画像とはイメージが違う席でしたが、店内が広々していて、ゆっくり過ごす事ができました。,Unknown
MIXX バー＆ラウンジ（ミックス）,しょこさん,50代後半（女）,2名,2024/3/12,家族との食事,2.6,3,4,2,2,2,【販売終了】さくらアフタヌーンティー イン・ザ・スカイ+乾杯スパークリング+ロンネフェルト紅茶含むカフェフリー,アレルギー対応について事前にお知らせしておいたところ快く対応してくれました食事は全体的に他のアフタヌーンティーに比べると甘いものが多かったですドリンクも種類が少なく紅茶も薄い感じがしました残念です,店内の雰囲気は良かったです窓際のソファ席で景色も見えリラックス出来ました,Unknown
MIXX バー＆ラウンジ（ミックス）,Mさん,30代後半（女）,2名,2024/3/17,夫婦の誕生日,2.6,3,3,3,2,2,【販売終了】さくらアフタヌーンティー イン・ザ・スカイ+乾杯スパークリング+ロンネフェルト紅茶含むカフェフリー,楽しみにしていた桜の風味尽くしで見た目も愛らしく良かった。ノンカフェインのティーは一種類のみであったが、美味しかった。,36階のバーとだけあり、大人の雰囲気で落ち着いて会話が楽しめた。店内は広く、他のゲストとの距離も保たれていた。,男性には少し物足りなかったようです。高層階ということもあり、眺望を期待していたが、場所柄仕方がないが、周囲も高層階のビルに囲まれていた。
Pepper PARLOR（ペッパー パーラー）,AKAさん,30代前半（女）,2名,2024/2/19,友人・知人との食事,2.6,4,3,3,2,1,【販売終了】アフタヌーンティー★旬のいちごがテーマの全11品を堪能+ストロベリーソーダ＆カフェフリー+メッセージサービス,紅茶の種類は少ないです。1種類グラス交換制のオーダーでした。,ペッパーロボットがたくさんいて非日常体験、なかなか経験出来ない体験でした。,ペッパーロボットがいるのはおもしろいけど、よくわからないね?って感じでした。
